"Antwort ID";"Wie alt sind Sie?";"Wie häufig nutzen Sie 3D-Inhalte oder 3D-Anwendungen? (z. B. 3D-Videospiele, 3D-Animationen in Filmen/Serien)  ";"Wie groß ist Ihre Bildschirmgröße, auf der Sie die Studie durchführen?  ";"Wie hoch ist ihre Downloadgeschwindigkeit, mit der sie die Szenarien ansehen? ";"Hat der Computer/Laptop, mit dem sie die Studie durchführen, eine zusätzliche Grafikkarte (dedizierte Grafikkarte)?  ";"Bitte schauen Sie sich jetzt das erste Szenario an, und beantworte danach die folgenden Fragen Sie können jederzeit sich das Szenario nochmal ansehen, um die Fragen besser zu beantworten.   ";"Die Entfernung zwischen dem Menschen im grauen Bereich und der Säule im blauen Bereich würde ich wie folgt einschätzen.  []";"Bitte begründen Sie ihre Auswahl der vorherigen Frage. ";"Wie weit entfernt ist die Säule im grünen Bereich von Ihrer aktuellen Position (aus Ihrer Sicht/POV)?  []";"Bitte begründen Sie ihre Auswahl der vorherigen Frage. ";"Wie weit erscheint ihnen der Abstand der Kiste im grauen Bereich?  []";"Bitte begründen Sie ihre Auswahl der vorherigen Frage. ";"Direkt nach dem Neustart (Reset) des Szenarios: Welches Objekt ist näher an Ihrer Startposition?";"Bitte begründen Sie ihre Auswahl ";"Direkt nach dem Neustart (Reset) des Szenarios: Welches Objekt ist näher an Ihrer Startposition? ";"Bitte begründen Sie ihre Auswahl der vorherigen Frage. ";"Direkt nach dem Neustart (Reset) des Szenarios: Welches Objekt ist näher an Ihrer Startposition?";"Bitte begründen Sie ihre Auswahl ";"Bitte schauen Sie sich jetzt das Zweite Szenario an, und beantworte danach die folgenden Fragen Sie können jederzeit sich das Szenario nochmal ansehen, um die Fragen besser zu beantworten. Bitte bewerten Sie dieses Szenario unabhängig von den vorherigen. Jede Szene kann eine andere Tiefenwirkung haben. ";"Die Entfernung zwischen dem Menschen im grauen Bereich und der Säule im blauen Bereich würde ich wie folgt einschätzen.  []";"Bitte begründen Sie ihre Auswahl der vorherigen Frage. ";"Wie weit entfernt ist die Säule im grünen Bereich von Ihrer aktuellen Position (aus Ihrer Sicht/POV)?  []";"Bitte begründen Sie ihre Auswahl der vorherigen Frage. ";"Wie weit erscheint ihnen der Abstand der Kiste im grauen Bereich?  []";"Bitte begründen Sie ihre Auswahl der vorherigen Frage. ";"Direkt nach dem Neustart (Reset) des Szenarios: Welches Objekt ist näher an Ihrer Startposition? ";"Bitte begründen Sie ihre Auswahl der vorherigen Frage. ";"Direkt nach dem Neustart (Reset) des Szenarios: Welches Objekt ist näher an Ihrer Startposition? ";"Bitte begründen Sie ihre Auswahl der vorherigen Frage. ";"Direkt nach dem Neustart (Reset) des Szenarios: Welches Objekt ist näher an Ihrer Startposition?";"Bitte begründen Sie ihre Auswahl der vorherigen Frage. ";"Bitte schauen Sie sich jetzt das Dritte Szenario an, und beantworte danach die folgenden Fragen Sie können jederzeit sich das Szenario nochmal ansehen, um die Fragen besser zu beantworten. Bitte bewerten Sie dieses Szenario unabhängig von den vorherigen. Jede Szene kann eine andere Tiefenwirkung haben. ";"Die Entfernung zwischen dem Menschen im grauen Bereich und der Säule im blauen Bereich würde ich wie folgt einschätzen.  []";"Bitte begründen Sie ihre Auswahl der vorherigen Frage. ";"Wie weit entfernt ist die Säule im grünen Bereich von Ihrer aktuellen Position (aus Ihrer Sicht/POV)?  []";"Bitte begründen Sie ihre Auswahl der vorherigen Frage. ";"Wie weit erscheint ihnen der Abstand der Kiste im grauen Bereich?  []";"Bitte begründen Sie ihre Auswahl der vorherigen Frage. ";"Direkt nach dem Neustart (Reset) des Szenarios: Welches Objekt ist näher an Ihrer Startposition?";"Bitte begründen Sie ihre Auswahl der vorherigen Frage. ";"Direkt nach dem Neustart (Reset) des Szenarios: Welches Objekt ist näher an Ihrer Startposition? ";"Bitte begründen Sie ihre Auswahl der vorherigen Frage. ";"Direkt nach dem Neustart (Reset) des Szenarios: Welches Objekt ist näher an Ihrer Startposition?";"Bitte begründen Sie ihre Auswahl der vorherigen Frage. ";"Bitte schauen Sie sich jetzt das erste Szenario an, und beantworte danach die folgenden Fragen Sie können jederzeit sich das Szenario nochmal ansehen, um die Fragen besser zu beantworten. Bitte bewerten Sie dieses Szenario unabhängig von den vorherigen. Jede Szene kann eine andere Tiefenwirkung haben. ";"Eine eindeutige und deutliche Tiefenwahrnehmung zwischen den Bereichen Grau, Grün und Blau ist klar erkennbar? []";"Beim Bewegen fallen Verzerrungen oder Verformungen der Umgebung stark auf. []";"Falls Verzerrungen oder Verformungen zu sehen wahren, können sie gerne beschreiben, was ihnen auf viel. ";"Die räumliche Tiefenwahrnehmung wirkt realistisch. []";"Haben Sie noch weitere Bemerkungen zur letzten Frage? ";"Nach dem Laden läuft die Szene flüssig und ich habe kein Ruckeln oder ein eingefrorenes Bild. (Latenzen)  []";"Bitte schauen Sie sich jetzt das erste Szenario an, und beantworte danach die folgenden Fragen Sie können jederzeit sich das Szenario nochmal ansehen, um die Fragen besser zu beantworten. Bitte bewerten Sie dieses Szenario unabhängig von den vorherigen. Jede Szene kann eine andere Tiefenwirkung haben. ";"Eine eindeutige und deutliche Tiefenwahrnehmung zwischen den Bereichen Grau, Grün und Blau ist klar erkennbar?  []";"Beim Bewegen fallen Verzerrungen oder Verformungen der Umgebung stark auf.  []";"Die räumliche Tiefenwahrnehmung wirkt realistisch.  []";"Falls Verzerrungen oder Verformungen zu sehen wahren, können sie gerne beschreiben, was ihnen auf viel. ";"Nach dem Laden läuft die Szene flüssig und ich habe kein Ruckeln oder ein eingefrorenes Bild. (Latenzen)  []";"Haben Sie noch weitere Bemerkungen zur letzten Frage? ";"Bitte schauen Sie sich jetzt das erste Szenario an, und beantworte danach die folgenden Fragen Sie können jederzeit sich das Szenario nochmal ansehen, um die Fragen besser zu beantworten. Bitte bewerten Sie dieses Szenario unabhängig von den vorherigen. Jede Szene kann eine andere Tiefenwirkung haben. ";"Eine eindeutige und deutliche Tiefenwahrnehmung zwischen den Bereichen Grau, Grün und Blau ist klar erkennbar?  []";"Beim Bewegen fallen Verzerrungen oder Verformungen der Umgebung stark auf.  []";"Die räumliche Tiefenwahrnehmung wirkt realistisch.  []";"Falls Verzerrungen oder Verformungen zu sehen wahren, können sie gerne beschreiben, was ihnen auf viel. ";"Nach dem Laden läuft die Szene flüssig und ich habe kein Ruckeln oder ein eingefrorenes Bild. (Latenzen)  []";"Haben Sie noch weitere Bemerkungen zur letzten Frage? "
"13";"25";"5";"Größer als 24"" Zoll";"100-250 Mbit/s ";"Ja, eine Grafikkarte ist vorhanden.";"Ja ich hab das szenario gesehen und weiter";"5-10 m";"Es fühlte sich so an";"0-5m";"Sie bedeckt fast mein ganzes Sichtfeld";"0-5m";"Ich kann gut drauf gucken";"Die Kiste vor dem Bett im Holzraum";"Ich kann bei der Leiter nicht so viele Details erkennen.";"Die gelbe Ente im Pavillon";"Die Tür schient mir greifbar, die Ente unerreichbar (reimt sich :) )";"Die Säule im grauen Bereich";"Wenn ich gleichhoch gucke ist der untere Teil der Säule im Sichtfeld abgeschnitten";"Ja ich hab das szenario gesehen und weiter";"5-10m";"der kopf der person überlappt mit dem unteren teil der säule";"0-5m";"fühlt sich so an";"0-5m";"fühlt sich an als könnte ich sie fast anfassen";"Das gelbe Schild im weißen Raum";"fühlt sich so an";" Die gelbe Ente im Pavillon";"die fässer sind ja jetzt auch noch in der höhe versetzt";" Die Säule im grauen Bereich";"wie beim vorherigen szenario";"Ja ich hab das szenario gesehen und weiter";"5-10m";"kopf überlappt mit säule";"0-5m";"ich könnte entspannt einen stein rüberkugeln, so fühlt sich der abstand an";"0-5m";"fühlt sich sehr nah an";"Die Kiste vor dem Bett im Holzraum";"die leiter sieht sehr groß aus, und erscheint auf dem bild sehr klein -> weit entfernt";"Die Objekte sind gleich nah";"es fühlt sich so an";"Die Säule im grauen Bereich";"weil der untere beirich der säule bei gleicher blickhöhe abgeschnitten ist";"Ja ich hab das szenario gesehen und weiter";"7";"7";"alles ist in richungen verzogen die gar keinen sinn ergeben. als wär die welt ein langgezogener gummihandschuh";"2";"jede kleine bewegung macht alles etwas gruselig. ich lauf rum und guck, was am schlimmsten aussieht, weil es so komisch wirkt";"7";"Ja ich hab das szenario gesehen und weiter";"7";"1";"6";"";"7";"";"Ja ich hab das szenario gesehen und weiter";"7";"1";"7";"";"7";""
"14";"28";"5";"Kleiner als 13"" Zoll";"100-250 Mbit/s ";"Ja, eine Grafikkarte ist vorhanden.";;"";;"";;"";;;;;;;;;"";;"";;"";;;;;;;;;"";;"";;"";;;;;;;;;"";"";;"";;"";;"";"";"";;"";;;"";"";"";;"";
"15";"27";"1";"13-24"" Zoll";"Weiß ich nicht. ";"Ich weiß es nicht";"Ja ich hab das szenario gesehen und weiter";"5-10 m";"Intuitiv";"0-5m";"";"0-5m";"";"Die Kiste vor dem Bett im Holzraum";"";"Die Haustür vom Haus";"";"Die Säule im grauen Bereich";"";"Ja ich hab das szenario gesehen und weiter";"15-20m";"";"15-20m";"";"5-10m";"";"Das gelbe Schild im weißen Raum";"";"Die Objekte sind gleich nah";"";" Die Säule im grauen Bereich";"";"Ja ich hab das szenario gesehen und weiter";"20-25m";"";"10-15m";"";"5-10m";"";"Die Kiste vor dem Bett im Holzraum";"";"Die Haustür vom Haus";"";"Die Säule im grauen Bereich";"";"Ja ich hab das szenario gesehen und weiter";"5";"4";"";"4";"";"6";"Ja ich hab das szenario gesehen und weiter";"6";"4";"4";"";"3";"";"Ja ich hab das szenario gesehen und weiter";"7";"4";"4";"";"1";""
"16";;"";"";"";"";;"";;"";;"";;;;;;;;;"";;"";;"";;;;;;;;;"";;"";;"";;;;;;;;;"";"";;"";;"";;"";"";"";;"";;;"";"";"";;"";
"17";"29";"5";"Größer als 24"" Zoll";"50-100 Mbit/s";"Ja, eine Grafikkarte ist vorhanden.";"Ja ich hab das szenario gesehen und weiter";"10 - 15 m";"Es sieht so aus, als ob einige Menschengrößen dazwischenpassen";"10-15m";"Es wirkt, als könnte ich die Säule mit ca. 10 Schritten erreichen können";"0-5m";"Es scheint, als ob ich die Kiste nach 2 Schritten berühren könnte";"Die Kiste vor dem Bett im Holzraum";"Die vorderen Grenzen der Räume wirken ähnlich nah am Betrachter dran. Aber die Leiter ist an der Rückwand während die Kiste recht weit vorne im Raum steht";"Die Objekte sind gleich nah";"Schwierige Entscheidung. Die Ente ist sehr klein und im Schatten. Ich glaube, dadurch wirkt sie weiter weg, als sie eigentlich ist";"Die Säule im grauen Bereich";"Für die Säule muss ich die Ansicht weiter nach unten neigen, um den gesamten Fuß sehen zu können";"Ja ich hab das szenario gesehen und weiter";"10-15m";"Die Kamerahöhe macht es schwierig einzuschätzen. Aber so 10 bis 15 große Schritte des Menschen könnten evt. zur Säule ausreichen";"5-10m";"Der Boden wirkt plastischer als im vorherigen Szenario. Ich würde 7 Schritte zur Säule schätzen";"0-5m";"Nach ca. 2 Schritten oder weniger komme ich bei der Kiste an. Der Abstand kommt mir geringer vor als in 1. Szenario";"Das gelbe Schild im weißen Raum";"Die Räume wirken ähnlich weit entfernt, aber das gelbe Schild ist sehr weit vorne im Raum, anders als der Kerzenständer";" Die gelbe Ente im Pavillon";"Es kann sein, dass es durch den Höhenunterschied täuscht, aber die Ente wirkt ein kleines bisschen erreichbarer.";" Die Säule im grauen Bereich";"Bei gleicher Kamerahöhe weniger Raum zwischen Fuß der Säule und unterer Kante des Bildes";"Ja ich hab das szenario gesehen und weiter";"10-15m";"Die Säule wirkt signifikant weiter entfernt als im letzten Szenario. Allerdings nicht so weit, um einen anderen Wertebereich auszuwählen als vorher.";"5-10m";"Ich schätze immernoch die Säule in ca. 7 schritten zu erreichen";"0-5m";"Die Kiste wirkt immernoch mit ca. 2 Schritten erreichbar";"Die Kiste vor dem Bett im Holzraum";"Die Räume wirken ähnlich weit weg aber der Holzraum wirkt weniger tief. Außerdem liegt die Kiste weiter vorne im Raum als die Leiter";"Die Haustür vom Haus";"Die Haustür wirkt erreichbarer als die Ente";"Die Säule im grauen Bereich";"Bei einer Rotation der Kamera nach unten ist mehr Platz zwischen Unterkante des Bildes und der Kiste als zwischen Bildkante und Säule";"Ja ich hab das szenario gesehen und weiter";"6";"7";"Selbst bei kleineren Bewegungen zerstören die Verzerrungen das Szenengefühl komplett";"5";"Die Tiefenwirkung wirkt nur bei statischer Position recht realistisch. Ansosnten wird sie sehr verwirrend und desorientierend.";"7";"Ja ich hab das szenario gesehen und weiter";"7";"1";"7";"";"7";"Die Tiefenwahrnehmung wirkt exakt, wie ich sie mir in einer Darstellung dieser Art vorstellen würde.";"Ja ich hab das szenario gesehen und weiter";"7";"1";"7";"";"7";"Die Tiefenwahrnehmung wirkt einer 3D-Szene komplett angemessen"
"18";;;;;;;"";;"";;"";;;;;;;;;"";;"";;"";;;;;;;;;"";;"";;"";;;;;;;;;"";"";;"";;"";;"";"";"";;"";;;"";"";"";;"";
"19";"27";"2";"Größer als 24"" Zoll";"100-250 Mbit/s ";"Ja, eine Grafikkarte ist vorhanden.";"Ja ich hab das szenario gesehen und weiter";"10 - 15 m";"Ich habe mich an der Größe der Betten (ca. 2m lang) im Verhältnis zur Größe des Menschen orientiert und damit grob die Entfernung bestimmt. Ich schätze, es würden etwa 5-6 Betten zwischen Mensch und Säule im blauen Bereich passen.";"5-10m";"Ich habe mich am abgedeckten Kleinwagen (im Schnitt 4m Länge) orientiert und schätze, dass ca. zwei Kleinwagen zwischen mir und der Säule im grünen Bereich Platz hätten.";"0-5m";"Ich gehe davon aus, dass der Mensch entsprechend der Durchschnittsgröße von 1,80m ca. eineinhalb mal waagerecht zwischen mir und der Kiste im grauen Bereich passen würde.";"Die Kiste vor dem Bett im Holzraum";"Die Leiter befindet sich meiner Wahrnehmung nach näher am Rand zum blauen Bereich als die Kiste. Außerdem wirkt der Abstand zwischen den Sprossen im Wesentlichen klein.";"Die Haustür vom Haus";"Die Position der Haustür wirkt näher, da die Entfernung zum Rand vom grünen Bereich eindeutiger ist. ";"Die Säule im grauen Bereich";"Die Säule wirkt breiter und ragt somit tiefer in mein Sichtfeld.";"Ja ich hab das szenario gesehen und weiter";"10-15m";"Ich orientiere mich am Bett (Länge ca. 2m) und schätze, dass dieses ca. 6-7 mal zwischen die Säule im blauen Bereich und dem Mensch passen würde.";"5-10m";"Ich gehe davon aus, dass der Kleinwagen mit einer Durchschnittslänge von etwa 4 m ungefähr zweimal zwischen mich und die Säule im grünen Bereich passen würde.";"0-5m";"Ich gehe davon aus, dass der Mensch mit einer Durchschnittsgröße von 1,80m ca. ein bis eineinhalb mal waagerecht zwischen mich und die Kiste passen würde.";"Das gelbe Schild im weißen Raum";"Die Position des gelben Schildes wirkt durch die Sichtbarkeit des grünen Bereichs in dessen direkten Umgebung näher.";"Die Objekte sind gleich nah";"Die erhöhte Positionierung beider Gegenstände lenkt meinen Fokus von den farbigen Bereichen darunter ab. Wenn ich lediglich schätze, erscheinen mir beide gleich nah";" Die Säule im grauen Bereich";"Die Säule ragt aufgrund ihrer Breite tiefer in mein Sichtfeld beim Umsehen auf gleicher Höhe.";"Ja ich hab das szenario gesehen und weiter";"10-15m";"Ich gehe davon aus, dass das Bett mit einer Durchschnittslänge von etwa 2m ungefähr 6-7 mal zwischen mich und die Säule passen würde.";"5-10m";"Ich gehe davon aus, dass ein abgedeckter Kleinwagen mit einer Durchschnittslänge von etwa 4 m ungefähr zweimal zwischen mich und die Säule passen würde.";"0-5m";"Ich gehe davon aus, dass der Mensch mit einer Durchschnittsgröße von etwa 1,80m ungefähr ein bis eineinhalb mal zwischen mich und die Säule passen würde.";"Die Kiste vor dem Bett im Holzraum";"Die Größe der Sprossen und die Entfernung zum Rand des grünen Bereichs lässt die Leiter entfernter wirken.";"Die Haustür vom Haus";"Die Position der Haustür am Rand zum grünen Bereich macht die Entfernung deutlich einsehbarer.";"Die Säule im grauen Bereich";"Die Säule im grauen Bereich ragt tiefer in mein Sichtfeld.";"Ja ich hab das szenario gesehen und weiter";"3";"6";"Sobald ich mich vom Startpunkt entferne, entstehen hinter den Objekten starke horizontale Streck- und Schmierverzerrungen. Bereiche wie Hintergrund, Wandkanten oder sogar die Person wirken dann segmentiert verschoben und unnatürlich auseinandergezogen, als würden die Texturen beim Bewegen zerreißen.";"2";"Solange man am Startpunkt bleibt, wirkt die Tiefenwahrnehmung weitgehend realistisch. Die Anordnung der Objekte, die perspektivische Staffelung und die Schatten tragen dazu bei, dass der Raum glaubwürdig wirkt. Sobald man sich bewegt, brechen die Verzerrungen die räumliche Illusion komplett auf. Hinter den Objekten entstehen starke Streck- und Schmierartefakte, wodurch Abstände und Raumtiefe nicht mehr einschätzbar sind und die Szene unnatürlich wirkt.";"7";"Ja ich hab das szenario gesehen und weiter";"5";"1";"4";"";"7";"Durch die freie Bewegung im Raum wirkt die Größe der Gegenstände realistischer. Beim Startpunkt selbst wird die Tiefenwahrnehmung eher weniger realistisch aufgrund fehlender Schatten und Highlights.";"Ja ich hab das szenario gesehen und weiter";"5";"1";"3";"";"7";"Durch fehlende Schatten und Highlights wirkt die Szene in der Startposition weniger realistisch. Nur durch Bewegung wird die Tiefe des Raums erkennbar. Die Positionierung des Hintergrunds wirkt durch die Sicht auf den Himmel passender und realistischer als die vorherige. "
"20";;;;;;;"";;"";;"";;;;;;;;;"";;"";;"";;;;;;;;;"";;"";;"";;;;;;;;;"";"";;"";;"";;"";"";"";;"";;;"";"";"";;"";
"21";"28";"5";"Größer als 24"" Zoll";"100-250 Mbit/s ";"Ja, eine Grafikkarte ist vorhanden.";;"";;"";;"";;;;;;;;;"";;"";;"";;;;;;;;;"";;"";;"";;;;;;;;;"";"";;"";;"";;"";"";"";;"";;;"";"";"";;"";
"22";"25";"2";"Kleiner als 13"" Zoll";"50-100 Mbit/s";"Ich weiß es nicht";;"";;"";;"";;;;;;;;;"";;"";;"";;;;;;;;;"";;"";;"";;;;;;;;;"";"";;"";;"";;"";"";"";;"";;;"";"";"";;"";
"23";"33";"1";"13-24"" Zoll";"16-50 Mbit/s";"Ja, eine Grafikkarte ist vorhanden.";"Ja ich hab das szenario gesehen und weiter";"5-10 m";"Maße der Gegenstände und Schritte des Mannes";"10-15m";"An der Größe des Zimmers ";"0-5m";"Nicht so weit Wie die Säule im Grünen Bereich";"Die Kiste vor dem Bett im Holzraum";"Der Raum scheint einfach näher zu sein mit der Kiste ";"Die Haustür vom Haus";"Wegen den Bereichen auf dem Boden sehe ich es so dass die Tür näher ist";"Die Objekte sind gleich nah";"Wenn die Säule nicht so hoch wäre, dann würde man es direkt sehen, dass beide gleich weit im Grauen Bereich stehen";"Ja ich hab das szenario gesehen und weiter";"5-10m";"so 8-9 Meter anhand der Breiten der Bereiche.";"10-15m";"ich schätze es an der Holzwand im Zimmer ab.";"0-5m";"Sieht aus wie nur paar Schritte weit.";"Das gelbe Schild im weißen Raum";"Der Bereich Im Boden und das Schild steht viel weiter vorne im Raum";" Die gelbe Ente im Pavillon";"Die Haustür ist am Anfang des blauen Bereichs und die Ente eher in der Mitte vom blauen Bereich.";" Die Säule im grauen Bereich";"Zur Kiste sehe ich noch Boden zur Säule nicht.";"Ja ich hab das szenario gesehen und weiter";"15-20m";"Jeder Bereich sieht aus wie ca. 5 m also mal 3 ungefähr 18m oder so";"5-10m";"So ca. 7m da nur ein Bereich und paar Schritte dazwischen liegen.";"0-5m";"Die sieht so nah aus wie 2-3 Schritte von mir.";"Die Kiste vor dem Bett im Holzraum";"Die Kiste vor dem Bett steht in der Mitte des grünen Bereichs. und die Leiter so am ende bei Grün.";"Die Haustür vom Haus";"Die Haustür ist am Anfang des blauen Bereichs und die Ente mitten im blauen Bereich.";"Die Objekte sind gleich nah";"Ich sehe es am Abstand im Grauen Boden.";"Ja ich hab das szenario gesehen und weiter";"7";"7";"Alles verschwimmt
wird verbogen oder bekommt einen Knick in der Optik.
oder wird lang und verzehrt ";"4";"Das Gesamtbild ist schwierig einzuschätzen wegen dem Hintergrund und dem Ort im allgemein. ";"7";"Ja ich hab das szenario gesehen und weiter";"6";"4";"3";"Alles so unscharf und teilweise lückenhaft
";"7";"alles sehr undeutlich aber sichtbar.";"Ja ich hab das szenario gesehen und weiter";"7";"1";"7";"";"7";""
"24";"30";"5";"Größer als 24"" Zoll";"250 Mbit/s oder mehr ";"Ja, eine Grafikkarte ist vorhanden.";;"";;"";;"";;;;;;;;;"";;"";;"";;;;;;;;;"";;"";;"";;;;;;;;;"";"";;"";;"";;"";"";"";;"";;;"";"";"";;"";
"25";"57";"1";"Zu Ungenau / ich weiß es nicht. ";"Weiß ich nicht. ";"Ich weiß es nicht";"Ja ich hab das szenario gesehen und weiter";"5-10 m";"in der Vorstellung Schritte gezählt";"5-10m";"s.o.";"0-5m";"als könnte ich sie berühren";"Die Kiste vor dem Bett im Holzraum";"Intuition";"Die Haustür vom Haus";"Referenz: grauer Kreis von dem ich ein Stück der Außenlinie sehen kann von meiner Startposition aus";"Die Objekte sind gleich nah";"Referenz:grauer Kreis s.o.";;"";;"";;"";;;;;;;;;"";;"";;"";;;;;;;;;"";"";;"";;"";;"";"";"";;"";;;"";"";"";;"";
"26";"32";"3";"Größer als 24"" Zoll";"50-100 Mbit/s";"Ja, eine Grafikkarte ist vorhanden.";"Ja ich hab das szenario gesehen und weiter";"5-10 m";"Schritte abgezählt aber diese verzerrung macht es schwer";"0-5m";"wirkt ralativ nah";"0-5m";"man steht ja Quasi davor. ";"Die Kiste vor dem Bett im Holzraum";"Die leiter sieht weiter weg aus und so komisch klein im verhältniss dazu";"Die Haustür vom Haus";"ich hab das versucht in Schritten abgeschätzen";"Die Säule im grauen Bereich";"Die ist ja so groß und wirkt sehr nah";"Ja ich hab das szenario gesehen und weiter";"15-20m";"Hier sieht es deutlich weiter weg aus, hab veruscht schritte zu zählen";"10-15m";"die ist näher als die säule im blauen berreich";"0-5m";"ist halt einer der nächsten objekte schwer einzuschätzen ib das nicht vllt auch über 5m sind";"Das gelbe Schild im weißen Raum";"ich hab das gefühl das es näher ist, ist aber eher geraten.";" Die gelbe Ente im Pavillon";"Geraten";" Die Säule im grauen Bereich";"ist halt direkt vor mir";"Ja ich hab das szenario gesehen und weiter";"15-20m";"Versucht zu schätzen mit schritten vom Menschen ";"5-10m";"Sie wirkt sehr nah";"0-5m";"sie ist halt sehr nah das sieht man ";"Die Kiste vor dem Bett im Holzraum";"Die leiter wirkt so klein und fern ";"Die Haustür vom Haus";"Vllt auch nur geraten, die wirkt ein bisschen näher als die ente";"Die Säule im grauen Bereich";"Auch hier wieder so nah und groß ";"Ja ich hab das szenario gesehen und weiter";"2";"7";"Ist halt alles so verzehrt und verschwommen ineinander. ";"3";"Also die ganze Szene wirkt halt komisch wegen der verzerrung ";"4";"Ja ich hab das szenario gesehen und weiter";"7";"2";"7";"ne Keine";"5";"Das Szenario hab bisschen länger gedauert zum Laden";"Ja ich hab das szenario gesehen und weiter";"7";"1";"7";"nein keine";"3";"Video geht schneller"
"27";"25";"5";"Größer als 24"" Zoll";"16-50 Mbit/s";"Ja, eine Grafikkarte ist vorhanden.";"Ja ich hab das szenario gesehen und weiter";"10 - 15 m";"Durch die menschliche Körpergröße als Referenz konnte ich gut abschätzen wie weit sie weg vin der Säule ist.";"0-5m";"ich konnte es gut räumlich erkennen.";"0-5m";"";"Die Kiste vor dem Bett im Holzraum";"";"Die Haustür vom Haus";"ich konnte es gut räumlich erkennen.";"Die Säule im grauen Bereich";"weil ich keine 2 schritte gehen muss zur säule und zur kiste mehr ";"Ja ich hab das szenario gesehen und weiter";"15-20m";"mir kommt es so vor  das die säule weit weg steht zur der person";"0-5m";"";"0-5m";"sie ist gut einschätzbahr ";"Das gelbe Schild im weißen Raum";"";"Die fässer auf der terasse vom Haus";"weil es naher dran ist";" Die Säule im grauen Bereich";"die säule ist naher dran";"Ja ich hab das szenario gesehen und weiter";"15-20m";"kann mann nicht so gut warnemen den abstand ";"0-5m";"das war gut sichtbar";"0-5m";"gut einschätzbahr ";"Die Kiste vor dem Bett im Holzraum";"könnte ich gut einschätzen";"Die Haustür vom Haus";"ist halt näher dran kann aber auch von der größe der objekte mir so vor kommen";"Die Kiste im grauen Bereich";"ist gut erkennbar";"Ja ich hab das szenario gesehen und weiter";"4";"7";"es taucht nur beim bewegen im raum auf hat was von abstrakte Kunst";"1";"nein ";"2";"Ja ich hab das szenario gesehen und weiter";"2";"3";"7";"";"2";"";"Ja ich hab das szenario gesehen und weiter";"7";"6";"6";"";"5";""
"28";"30";"5";"Größer als 24"" Zoll";"250 Mbit/s oder mehr ";"Ja, eine Grafikkarte ist vorhanden.";"Ja ich hab das szenario gesehen und weiter";"10 - 15 m";"Mit der Vermutung, dass der Mensch ca 1,8m groß ist und 6-7 mal dazwischen passt";"5-10m";"Menschen erneut als Maß genommen";"0-5m";"Menschen erneut als Maß genommen";"Die Kiste vor dem Bett im Holzraum";"Ungefähre Position basierend auf den farblichen Grenzbereichen. Kiste wirkt mittig der grünen Position zu sein, während die Leiter anfangs des blauen Bereiches steht";"Die Haustür vom Haus";"Basierend auf der Position der Grenzbereiche wie im vorherigen Beispiel";"Die Säule im grauen Bereich";"Basierend auf der Position der Grenzbereiche wie im vorherigen Beispiel";"Ja ich hab das szenario gesehen und weiter";"10-15m";"Basierend auf der Größe des Menschen ca 1,8m, schätze ich, dass er 6-7 mal dazwischen passt";"5-10m";"Basierend auf der Größe des Menschen ca 1,8m, schätze ich, dass er 5 mal dazwischen passt";"0-5m";"Basierend auf der Größe des Menschen ca 1,8m, schätze ich, dass er maximal 2 mal dazwischen passt";"Das gelbe Schild im weißen Raum";"Basierend auf der ungefähren Position in den Grenzbereichen";"Die Objekte sind gleich nah";"Basierend auf der ungefähren Position in den Grenzbereichen";" Die Säule im grauen Bereich";"Basierend auf der ungefähren Position in den Grenzbereichen. Nähester Punkt ist die Säule, da sie größer ist. Die Position scheint von beiden gleich zu sein.";"Ja ich hab das szenario gesehen und weiter";"10-15m";"Basierend auf der Größe des Menschen und wie oft er dazwischen passt";"5-10m";"Basierend auf der Größe des Menschen und wie oft er dazwischen passt";"0-5m";"Basierend auf der Größe des Menschen und wie oft er dazwischen passt";"Die Kiste vor dem Bett im Holzraum";"Basierend an der ungefähren Position innerhalb der Grenzbereiche";"Die Haustür vom Haus";"Basierend an der ungefähren Position innerhalb der Grenzbereiche. Relativ gleich, die Ente wirkt jedoch etwas weiter entfernt, wenn man davon ausgeht, dass das Pavillon ein Kreis ist und die Ente sich dort mittig befindet.";"Die Säule im grauen Bereich";"Basierend an der ungefähren Position innerhalb der Grenzbereiche. Position wirkt gleich, der am nächstgelegene Punkt scheint aber eher die Säule zu sein";"Ja ich hab das szenario gesehen und weiter";"3";"7";"";"4";"";"1";"Ja ich hab das szenario gesehen und weiter";"7";"1";"7";"";"7";"";"Ja ich hab das szenario gesehen und weiter";"5";"1";"5";"";"1";"Im Vergleich zur vorherigen Szene fällt auf, dass mir der Schatten hilft durch eine klarere Trennungen der Objekte und Wände die Tiefe besser wahrzunehmen. In dieser Szene (Szenario3 Phase2) ist diese Hilfestellung nicht gegeben"
